ID,site,fireYear,size,sizeNext,surv,fl,fs,fps,sds,year,TSFcont,TSF
CY1.8.77,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.78,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.79,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.80,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.81,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.82,siteD,2011,4.477336814,NA,0,1,1,3,NA,2014,3,three
CY1.8.83,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.84,siteD,2011,4.682131227,NA,0,0,NA,NA,NA,2014,3,three
CY1.8.85,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.86,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.87,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.88,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.89,siteD,2011,4.510859507,NA,0,0,NA,NA,NA,2014,3,three
CY1.8.90,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.91,siteD,2011,5.170483995,4.852030264,1,0,NA,NA,NA,2014,3,three
CY1.8.92,siteD,2011,4.394449155,NA,0,1,1,3,NA,2014,3,three
CY1.8.93,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.94,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.95,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.96,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.97,siteD,2011,4.356708827,NA,0,0,NA,NA,NA,2014,3,three
CY1.8.98,siteD,2011,4.787491743,NA,0,1,1,2,NA,2014,3,three
CY1.8.99,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.100,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.101,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.102,siteD,2011,4.317488114,NA,0,0,NA,NA,NA,2014,3,three
CY1.8.103,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.104,siteD,2011,4.905274778,NA,0,1,1,1,NA,2014,3,three
CY1.8.105,siteD,2011,5.257495372,NA,0,0,NA,NA,NA,2014,3,three
CY1.8.106,siteD,2011,4.17438727,5.924255797,1,1,1,1,NA,2014,3,three
CY1.8.107,siteD,2011,4.356708827,NA,0,1,1,2,NA,2014,3,three
CY1.8.108,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.8.109,siteD,2011,6.173786104,NA,0,1,1,6,NA,2014,3,three
CY1.9.1,siteD,2011,6.340359304,6.104793232,1,1,3,3,NA,2014,3,three
CY1.9.2,siteD,2011,6.104793232,6.445719819,1,0,NA,NA,NA,2014,3,three
CY1.9.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.5,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.7,siteD,2011,5.192956851,5.65248918,1,1,1,3,NA,2014,3,three
CY1.9.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.9,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.11,siteD,2011,5.65248918,NA,0,1,1,4,NA,2014,3,three
CY1.9.12,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.9.13,siteD,2011,4.430816799,NA,0,0,NA,NA,NA,2014,3,three
CY1.9.14,siteD,2011,5.170483995,NA,0,0,NA,NA,NA,2014,3,three
CY1.9.15,siteD,2011,3.465735903,5.170483995,1,0,NA,NA,3.465735903,2014,3,three
CY1.10.1,siteD,2011,5.598421959,NA,0,1,1,3,NA,2014,3,three
CY1.10.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.5,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.7,siteD,2011,5.442417711,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.9,siteD,2011,5.442417711,5.347107531,1,0,NA,NA,NA,2014,3,three
CY1.10.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.11,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.12,siteD,2011,5.416100402,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.14,siteD,2011,5.393627546,6.003887067,1,1,1,1,NA,2014,3,three
CY1.10.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.16,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.18,siteD,2011,5.723585102,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.19,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.20,siteD,2011,6.444131257,NA,0,1,3,3,NA,2014,3,three
CY1.10.21,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.22,siteD,2011,5.683579767,NA,0,1,1,7,NA,2014,3,three
CY1.10.23,siteD,2011,5.342334252,5.924255797,1,0,NA,NA,NA,2014,3,three
CY1.10.24,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.25,siteD,2011,4.912654886,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.26,siteD,2011,5.480638923,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.27,siteD,2011,5.981414211,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.28,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.29,siteD,2011,5.583496309,NA,0,1,1,4,NA,2014,3,three
CY1.10.30,siteD,2011,6.086774727,5.598421959,1,1,1,2,NA,2014,3,three
CY1.10.31,siteD,2011,4.787491743,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.32,siteD,2011,4.718498871,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.33,siteD,2011,5.442417711,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.34,siteD,2011,4.905274778,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.35,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.36,siteD,2011,5.752572639,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.37,siteD,2011,5.683579767,5.780743516,1,1,1,4,NA,2014,3,three
CY1.10.38,siteD,2011,5.075173815,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.39,siteD,2011,5.863631176,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.40,siteD,2011,5.480638923,NA,0,0,NA,NA,NA,2014,3,three
CY1.10.41,siteD,2011,5.480638923,5.934894196,1,0,NA,NA,NA,2014,3,three
CY1.10.42,siteD,2011,6.768493212,6.65544035,1,1,1,1,NA,2014,3,three
CY1.10.43,siteD,2011,4.762173935,5.135798437,1,0,NA,NA,NA,2014,3,three
CY1.10.44,siteD,2011,5.342334252,NA,0,1,1,4,NA,2014,3,three
CY1.10.45,siteD,2011,5.192956851,NA,0,1,1,2,NA,2014,3,three
CY1.10.46,siteD,2011,6.186208624,4.787491743,1,0,NA,NA,NA,2014,3,three
CY1.10.47,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.48,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.49,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.50,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.51,siteD,2011,5.988961417,6.81563999,1,1,1,7,NA,2014,3,three
CY1.10.52,siteD,2011,6.309918278,6.782192056,1,1,1,9,NA,2014,3,three
CY1.10.53,siteD,2011,5.480638923,NA,0,1,1,3,NA,2014,3,three
CY1.10.54,siteD,2011,5.480638923,5.703782475,1,1,1,3,NA,2014,3,three
CY1.10.55,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.56,siteD,2011,5.375278408,5.877735782,1,0,NA,NA,NA,2014,3,three
CY1.10.57,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.58,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY1.10.59,siteD,2011,NA,2.890371758,NA,NA,NA,NA,NA,2014,3,three
CY1.10.60,siteD,2011,NA,3.465735903,NA,NA,NA,NA,NA,2014,3,three
CY2.3.1,siteD,2011,5.247024072,5.723585102,1,1,1,4,NA,2014,3,three
CY2.3.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.4,siteD,2011,6.329720906,6.802394763,1,0,NA,NA,NA,2014,3,three
CY2.3.5,siteD,2011,5.075173815,5.075173815,1,1,1,4,NA,2014,3,three
CY2.3.6,siteD,2011,5.634789603,5.288267031,1,0,NA,NA,NA,2014,3,three
CY2.3.7,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.9,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.10,siteD,2011,5.509388337,NA,0,0,NA,NA,NA,2014,3,three
CY2.3.11,siteD,2011,5.529429088,5.666426688,1,1,1,3,NA,2014,3,three
CY2.3.12,siteD,2011,4.584967479,NA,0,1,1,2,NA,2014,3,three
CY2.3.13,siteD,2011,4.644390899,NA,0,0,NA,NA,NA,2014,3,three
CY2.3.14,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.16,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.3.18,siteD,2011,6.378426184,6.733401892,1,0,NA,NA,NA,2014,3,three
CY2.4.1,siteD,2011,5.81711116,NA,0,1,1,9,NA,2014,3,three
CY2.4.2,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.5,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.7,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.9,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.11,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.12,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.14,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.16,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.17,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.18,siteD,2011,6.683360946,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.19,siteD,2011,5.924255797,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.20,siteD,2011,4.905274778,NA,0,1,1,2,NA,2014,3,three
CY2.4.21,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.22,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.23,siteD,2011,5.087596335,NA,0,1,1,3,NA,2014,3,three
CY2.4.24,siteD,2011,4.49980967,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.25,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.26,siteD,2011,5.480638923,NA,0,1,1,4,NA,2014,3,three
CY2.4.27,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.28,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.29,siteD,2011,5.135798437,NA,0,1,1,2,NA,2014,3,three
CY2.4.30,siteD,2011,4.276666119,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.31,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.32,siteD,2011,4.787491743,NA,0,1,1,2,NA,2014,3,three
CY2.4.33,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.34,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.35,siteD,2011,4.584967479,NA,0,1,1,2,NA,2014,3,three
CY2.4.36,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.37,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.38,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.39,siteD,2011,5.318119994,NA,0,1,1,1,NA,2014,3,three
CY2.4.40,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.41,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.42,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.43,siteD,2011,4.718498871,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.44,siteD,2011,5.030437921,NA,0,1,1,3,NA,2014,3,three
CY2.4.45,siteD,2011,6.257667588,6.222576268,1,0,NA,NA,NA,2014,3,three
CY2.4.46,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.47,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.48,siteD,2011,4.17438727,NA,0,1,1,1,NA,2014,3,three
CY2.4.49,siteD,2011,5.318119994,5.717027701,1,0,NA,NA,NA,2014,3,three
CY2.4.50,siteD,2011,4.905274778,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.51,siteD,2011,4.17438727,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.52,siteD,2011,4.787491743,NA,0,1,1,3,NA,2014,3,three
CY2.4.53,siteD,2011,6.633318433,7.137278437,1,1,3,2,NA,2014,3,three
CY2.4.54,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.4.55,siteD,2011,4.718498871,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.56,siteD,2011,4.852030264,NA,0,0,NA,NA,NA,2014,3,three
CY2.4.57,siteD,2011,4.510859507,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.1,siteD,2011,5.655991811,NA,0,1,1,3,NA,2014,3,three
CY2.5.2,siteD,2011,5.135798437,NA,0,1,1,2,NA,2014,3,three
CY2.5.3,siteD,2011,5.231108617,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.4,siteD,2011,5.398162702,NA,0,1,1,5,NA,2014,3,three
CY2.5.5,siteD,2011,4.718498871,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.7,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.9,siteD,2011,5.318119994,NA,0,1,1,4,NA,2014,3,three
CY2.5.10,siteD,2011,4.912654886,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.11,siteD,2011,4.510859507,NA,0,1,1,3,NA,2014,3,three
CY2.5.12,siteD,2011,4.852030264,NA,0,1,1,3,NA,2014,3,three
CY2.5.13,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.14,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.15,siteD,2011,5.192956851,NA,0,1,1,3,NA,2014,3,three
CY2.5.16,siteD,2011,5.141663557,NA,0,1,1,3,NA,2014,3,three
CY2.5.17,siteD,2011,4.430816799,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.18,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.19,siteD,2011,4.007333185,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.20,siteD,2011,4.584967479,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.21,siteD,2011,4.248495242,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.22,siteD,2011,4.644390899,NA,0,1,1,2,NA,2014,3,three
CY2.5.23,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.24,siteD,2011,4.189654742,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.25,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.26,siteD,2011,4.787491743,NA,0,1,1,2,NA,2014,3,three
CY2.5.27,siteD,2011,4.356708827,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.28,siteD,2011,4.49980967,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.29,siteD,2011,4.852030264,NA,0,1,1,3,NA,2014,3,three
CY2.5.30,siteD,2011,4.276666119,NA,0,1,1,1,NA,2014,3,three
CY2.5.31,siteD,2011,6.109247583,NA,0,1,1,1,NA,2014,3,three
CY2.5.32,siteD,2011,4.787491743,NA,0,1,1,2,NA,2014,3,three
CY2.5.33,siteD,2011,4.189654742,NA,0,1,1,1,NA,2014,3,three
CY2.5.34,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.35,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.36,siteD,2011,4.852030264,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.37,siteD,2011,5.575949103,NA,0,1,1,6,NA,2014,3,three
CY2.5.38,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.39,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.40,siteD,2011,5.583496309,NA,0,1,1,4,NA,2014,3,three
CY2.5.41,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.42,siteD,2011,4.787491743,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.43,siteD,2011,4.905274778,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.44,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.45,siteD,2011,5.141663557,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.46,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.47,siteD,2011,4.584967479,NA,0,1,1,2,NA,2014,3,three
CY2.5.48,siteD,2011,4.143134726,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.49,siteD,2011,4.17438727,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.50,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.51,siteD,2011,5.991464547,5.97126184,1,0,NA,NA,NA,2014,3,three
CY2.5.52,siteD,2011,4.356708827,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.53,siteD,2011,4.718498871,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.54,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.55,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.56,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.57,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.58,siteD,2011,4.787491743,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.59,siteD,2011,4.718498871,NA,0,1,1,3,NA,2014,3,three
CY2.5.60,siteD,2011,4.644390899,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.61,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.62,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.63,siteD,2011,4.836281907,NA,0,1,1,3,NA,2014,3,three
CY2.5.64,siteD,2011,4.007333185,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.65,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.66,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.67,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.68,siteD,2011,5.105945474,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.69,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.70,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.71,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.72,siteD,2011,5.347107531,NA,0,1,1,3,NA,2014,3,three
CY2.5.73,siteD,2011,5.030437921,NA,0,1,1,3,NA,2014,3,three
CY2.5.74,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.75,siteD,2011,5.472270674,NA,0,1,1,6,NA,2014,3,three
CY2.5.76,siteD,2011,4.584967479,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.77,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.78,siteD,2011,4.564348191,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.79,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.80,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.81,siteD,2011,5.087596335,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.82,siteD,2011,5.030437921,NA,0,0,NA,NA,NA,2014,3,three
CY2.5.83,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.5.84,siteD,2011,NA,3.33220451,NA,NA,NA,NA,NA,2014,3,three
CY2.6.1,siteD,2011,4.644390899,NA,0,1,1,3,NA,2014,3,three
CY2.6.2,siteD,2011,4.49980967,NA,0,1,1,1,NA,2014,3,three
CY2.6.3,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.4,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.5,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.6,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.7,siteD,2011,4.718498871,NA,0,1,1,3,NA,2014,3,three
CY2.6.8,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.9,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.10,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.11,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.12,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.13,siteD,2011,4.510859507,NA,0,1,1,3,NA,2014,3,three
CY2.6.14,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.15,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.16,siteD,2011,5.318119994,NA,0,1,1,5,NA,2014,3,three
CY2.6.17,siteD,2011,4.644390899,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.18,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.19,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.20,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.21,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.22,siteD,2011,5.472270674,NA,0,1,1,5,NA,2014,3,three
CY2.6.23,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.24,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.25,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.26,siteD,2011,4.007333185,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.27,siteD,2011,5.347107531,NA,0,1,1,4,NA,2014,3,three
CY2.6.28,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.29,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.30,siteD,2011,5.509388337,NA,0,1,1,4,NA,2014,3,three
CY2.6.31,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.32,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.33,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.34,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.35,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.36,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.37,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.38,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.39,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.40,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.41,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.42,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.43,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.44,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.45,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.46,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.47,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.48,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.49,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.50,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.51,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.52,siteD,2011,4.094344562,NA,0,0,NA,NA,NA,2014,3,three
CY2.6.53,siteD,2011,NA,NA,NA,NA,NA,NA,NA,2014,3,three
CY2.6.54,siteD,2011,4.787491743,NA,0,1,1,3,NA,2014,3,three
