Source	Site	alt	cont	Treat	Block	Plot	uIDS	IDS	trans	size	flo.if	flo.no	cloning	clonesNext	surv	offspringNext	stage	stageNext	sizeNext
Gud	Ram	2	3	TT2	Ram_6	155	155.1	1	11_12	6,159549886	0	NA	0	NA	1	NA	continuous	continuous	7,363473396
Gud	Ram	2	3	TT2	Ram_5	162	162.1	1	11_12	6,503528031	0	NA	0	NA	1	NA	continuous	continuous	7,191484323
Gud	Ram	2	3	TT2	Ram_5	162	162.2	2	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gud	Ram	2	3	TT2	Ram_5	162	162.3	3	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gud	Ram	2	3	TT2	Ram_5	162	162.4	4	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gud	Ram	2	3	TT2	Ram_5	162	162.5	5	11_12	7,707451541	0	NA	1	1	0	NA	continuous	dead	NA
Gud	Ram	2	3	TT2	Ram_5	162	162.6	6	11_12	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Gud	Ram	2	3	TT2	Ram_5	162	162.7	7	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gud	Ram	2	3	TT2	Ram_5	162	162.8	8	11_12	5,299604521	0	NA	1	3	0	NA	continuous	dead	NA
Gud	Ram	2	3	TT2	Ram_5	162	162.9	9	11_12	5,125460766	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Gud	Ram	2	3	TT2	Ram_5	162	162.10	10	11_12	7,7075	NA	NA	NA	NA	NA	clonal	NA	continuous	7,707451541
Gud	Ram	2	3	TT2	Ram_5	162	162.11	11	11_12	5,2996	NA	NA	NA	NA	NA	clonal	NA	continuous	6,501373349
Gud	Ram	2	3	TT2	Ram_5	162	162.12	12	11_12	5,2996	NA	NA	NA	NA	NA	clonal	NA	continuous	6,331538958
Gud	Ram	2	3	TT2	Ram_5	162	162.13	13	11_12	5,2996	NA	NA	NA	NA	NA	clonal	NA	continuous	4,269824767
Gud	Ram	2	3	TT2	Ram_7	174	174.1	1	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gud	Ram	2	3	TT2	Ram_7	174	174.2	2	11_12	8,22341876	0	NA	0	NA	1	NA	continuous	continuous	6,161704568
Gud	Ram	2	3	TT2	Ram_7	174	174.3	3	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gud	Ram	2	3	TT2	Ram_7	174	174.4	4	11_12	4,437504474	0	NA	0	NA	1	NA	continuous	continuous	5,81557174
Hog	Hog	2	2	TT1	Hog_3	113	113.1	1	11_12	7,713915589	1	1	0	NA	1	NA	continuous	continuous	6,677671787
Hog	Hog	2	2	TT1	Hog_3	113	113.10	10	11_12	7,535462468	0	NA	0	NA	1	NA	continuous	continuous	5,987560813
Hog	Hog	2	2	TT1	Hog_3	113	113.11	11	11_12	7,365628078	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Hog	Hog	2	2	TT1	Hog_3	113	113.12	12	11_12	8,227728125	0	NA	1	1	1	NA	continuous	continuous	7,883749979
Hog	Hog	2	2	TT1	Hog_3	113	113.13	13	11_12	6,161704568	0	NA	0	NA	1	NA	continuous	continuous	4,957781058
Hog	Hog	2	2	TT1	Hog_3	113	113.14	14	11_12	8,743695344	1	3	0	NA	1	NA	continuous	continuous	7,709606224
Hog	Hog	2	2	TT1	Hog_3	113	113.15	15	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.16	16	11_12	5,81557174	0	NA	0	NA	1	NA	continuous	continuous	5,471593594
Hog	Hog	2	2	TT1	Hog_3	113	113.17	17	11_12	6,677671787	0	NA	0	NA	1	NA	continuous	continuous	5,471593594
Hog	Hog	2	2	TT1	Hog_3	113	113.18	18	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.19	19	11_12	5,987560813	0	NA	0	NA	1	NA	continuous	continuous	6,681981152
Hog	Hog	2	2	TT1	Hog_3	113	113.2	2	11_12	5,813417057	0	NA	1	2	0	NA	continuous	dead	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.20	20	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.21	21	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.3	3	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.4	4	11_12	8,399717198	1	1	0	NA	1	NA	continuous	continuous	7,208869191
Hog	Hog	2	2	TT1	Hog_3	113	113.5	5	11_12	6,503528031	0	NA	1	1	1	NA	continuous	continuous	6,503528031
Hog	Hog	2	2	TT1	Hog_3	113	113.6	6	11_12	7,021649932	0	NA	0	NA	1	NA	continuous	continuous	7,535462468
Hog	Hog	2	2	TT1	Hog_3	113	113.7	7	11_12	6,847506177	0	NA	1	1	1	NA	continuous	continuous	7,021649932
Hog	Hog	2	2	TT1	Hog_3	113	113.8	8	11_12	6,8475	NA	NA	NA	NA	NA	clonal	NA	continuous	6,503528031
Hog	Hog	2	2	TT1	Hog_3	113	113.9	9	11_12	8,2277	NA	NA	NA	NA	NA	clonal	NA	continuous	8,225573442
Hog	Hog	2	2	TT1	Hog_3	113	113.22	22	11_12	6,1595	NA	NA	NA	NA	NA	clonal	NA	continuous	4,437504474
Hog	Hog	2	2	TT1	Hog_3	113	113.23	23	11_12	5,127615448	0	NA	1	1	1	NA	continuous	continuous	5,473748277
Hog	Hog	2	2	TT1	Hog_3	113	113.24	24	11_12	7,367782761	0	NA	0	NA	1	NA	continuous	continuous	4,783637303
Hog	Hog	2	2	TT1	Hog_3	113	113.25	25	11_12	9	1	1	0	NA	1	NA	continuous	continuous	5,471593594
Hog	Hog	2	2	TT1	Hog_3	113	113.26	26	11_12	6,677671787	0	NA	0	NA	1	NA	continuous	continuous	8,051429687
Hog	Hog	2	2	TT1	Hog_3	113	113.27	27	11_12	6,509992079	1	1	0	NA	1	NA	continuous	continuous	4,265515402
Hog	Hog	2	2	TT1	Hog_3	113	113.28	28	11_12	6,847506177	1	1	0	NA	0	NA	continuous	dead	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.29	29	11_12	7,709606224	0	NA	0	NA	1	NA	continuous	continuous	5,473748277
Hog	Hog	2	2	TT1	Hog_3	113	113.30	30	11_12	7,193639005	0	NA	0	NA	1	NA	continuous	continuous	7,023804615
Hog	Hog	2	2	TT1	Hog_3	113	113.31	31	11_12	6,159549886	0	NA	1	1	1	NA	continuous	continuous	7,546235881
Hog	Hog	2	2	TT1	Hog_3	113	113.32	32	11_12	7,193639005	0	NA	0	NA	1	NA	continuous	continuous	4,093526329
Hog	Hog	2	2	TT1	Hog_3	113	113.33	33	11_12	5,987560813	0	NA	0	NA	1	NA	continuous	continuous	5,297449839
Hog	Hog	2	2	TT1	Hog_3	113	113.34	34	11_12	7,707451541	0	NA	1	1	1	NA	continuous	continuous	8,05358437
Hog	Hog	2	2	TT1	Hog_3	113	113.35	35	11_12	8,571706271	0	NA	0	NA	1	NA	continuous	continuous	6,333693641
Hog	Hog	2	2	TT1	Hog_3	113	113.36	36	11_12	7,707451541	0	NA	0	NA	1	NA	continuous	continuous	7,709606224
Hog	Hog	2	2	TT1	Hog_3	113	113.37	37	11_12	8,569551588	1	1	0	NA	1	NA	continuous	continuous	6,84966086
Hog	Hog	2	2	TT1	Hog_3	113	113.38	38	11_12	5,81557174	0	NA	0	NA	1	NA	continuous	continuous	5,641427984
Hog	Hog	2	2	TT1	Hog_3	113	113.39	39	11_12	4,265515402	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Hog	2	2	TT1	Hog_3	113	113.40	40	11_12	5,8134	NA	NA	NA	NA	NA	clonal	NA	continuous	6,851815542
Hog	Hog	2	2	TT1	Hog_3	113	113.41	41	11_12	5,8134	NA	NA	NA	NA	NA	clonal	NA	continuous	6,503528031
Hog	Hog	2	2	TT1	Hog_3	113	113.42	42	11_12	7,7075	NA	NA	NA	NA	NA	clonal	NA	continuous	7,18932964
Hog	Hog	2	2	TT1	Hog_3	113	113.43	43	11_12	5,1276	NA	NA	NA	NA	NA	clonal	NA	continuous	6,677671787
Hog	Hog	2	2	TT1	Hog_3	113	113.45	45	11_12	6,5035	NA	NA	NA	NA	NA	clonal	NA	continuous	6,847506177
Hog	Hog	2	2	TT1	Hog_5	122	122.1	1	11_12	7,361318713	0	NA	0	NA	1	NA	continuous	continuous	6,505682714
Hog	Hog	2	2	TT1	Hog_5	122	122.2	2	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_5	122	122.3	3	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_5	122	122.4	4	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_5	122	122.5	5	11_12	5,817726422	0	NA	1	2	1	NA	continuous	continuous	7,365628078
Hog	Hog	2	2	TT1	Hog_5	122	122.6	6	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Hog	2	2	TT1	Hog_5	122	122.7	7	11_12	8,2277	NA	NA	NA	NA	NA	clonal	NA	continuous	7,361318713
Hog	Hog	2	2	TT1	Hog_5	122	122.8	8	11_12	5,989715495	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Hog	Hog	2	2	TT1	Hog_5	122	122.9	9	11_12	8,227728125	0	NA	1	1	1	NA	continuous	continuous	8,915684416
Hog	Hog	2	2	TT1	Hog_5	122	122.10	10	11_12	7,709606224	1	1	0	NA	1	NA	continuous	continuous	7,885904662
Hog	Hog	2	2	TT1	Hog_5	122	122.11	11	11_12	8,051429687	1	1	0	NA	1	NA	continuous	continuous	7,537617151
Hog	Hog	2	2	TT1	Hog_5	122	122.12	12	11_12	5,8177	NA	NA	NA	NA	NA	clonal	NA	continuous	6,507837396
Hog	Hog	2	2	TT1	Hog_5	122	122.13	13	11_12	5,8177	NA	NA	NA	NA	NA	clonal	NA	continuous	4,61164823
Hog	Vik	3	2	TT2	Vik_3	111	111.1	1	11_12	6,509992079	0	NA	1	2	1	NA	continuous	continuous	5,303913886
Hog	Vik	3	2	TT2	Vik_3	111	111.10	10	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.11	11	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.12	12	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.13	13	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.14	14	11_12	4,439659157	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.15	15	11_12	6,159549886	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.16	16	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.17	17	11_12	7,709606224	0	NA	1	1	1	NA	continuous	continuous	5,81557174
Hog	Vik	3	2	TT2	Vik_3	111	111.18	18	11_12	8,055739052	0	NA	0	NA	1	NA	continuous	continuous	6,329384276
Hog	Vik	3	2	TT2	Vik_3	111	111.19	19	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.2	2	11_12	6,5100	NA	NA	NA	NA	NA	clonal	NA	continuous	7,023804615
Hog	Vik	3	2	TT2	Vik_3	111	111.20	20	11_12	5,297449839	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.21	21	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.22	22	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.23	23	11_12	8,055739052	1	1	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.24	24	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.25	25	11_12	7,193639005	0	NA	0	NA	1	NA	continuous	continuous	6,84966086
Hog	Vik	3	2	TT2	Vik_3	111	111.26	26	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.27	27	11_12	8,223923207	1	1	0	NA	1	NA	continuous	continuous	7,541926516
Hog	Vik	3	2	TT2	Vik_3	111	111.28	28	11_12	7,539771833	0	NA	0	NA	1	NA	continuous	continuous	6,501373349
Hog	Vik	3	2	TT2	Vik_3	111	111.29	29	11_12	8,238501538	0	NA	1	1	1	NA	continuous	continuous	6,333693641
Hog	Vik	3	2	TT2	Vik_3	111	111.3	3	11_12	8,917839099	1	1	0	NA	1	NA	continuous	continuous	7,195793688
Hog	Vik	3	2	TT2	Vik_3	111	111.4	4	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.5	5	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.6	6	11_12	5,98540613	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.7	7	11_12	5,469438912	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.8	8	11_12	7,890214027	0	NA	1	1	1	NA	continuous	continuous	4,609493547
Hog	Vik	3	2	TT2	Vik_3	111	111.9	9	11_12	7,8902	NA	NA	NA	NA	NA	clonal	NA	continuous	7,877285932
Hog	Vik	3	2	TT2	Vik_3	111	111.30	30	11_12	6,503528031	0	NA	0	NA	1	NA	continuous	continuous	6,509992079
Hog	Vik	3	2	TT2	Vik_3	111	111.31	31	11_12	8,395407833	1	1	0	NA	1	NA	continuous	continuous	6,501373349
Hog	Vik	3	2	TT2	Vik_3	111	111.32	32	11_12	5,81557174	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.33	33	11_12	7,191484323	0	NA	1	1	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.34	34	11_12	6,503528031	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_3	111	111.35	35	11_12	6,675517104	0	NA	0	NA	1	NA	continuous	continuous	5,643582667
Hog	Vik	3	2	TT2	Vik_3	111	111.36	36	11_12	6,5100	NA	NA	NA	NA	NA	clonal	NA	continuous	5,813417057
Hog	Vik	3	2	TT2	Vik_3	111	111.37	37	11_12	7,7096	NA	NA	NA	NA	NA	clonal	NA	continuous	4,78148262
Hog	Vik	3	2	TT2	Vik_3	111	111.38	38	11_12	7,1915	NA	NA	NA	NA	NA	clonal	NA	continuous	7,709606224
Hog	Vik	3	2	TT2	Vik_3	111	111.41	41	11_12	8,2385	NA	NA	NA	NA	NA	clonal	NA	continuous	6,159549886
Hog	Vik	3	2	TT2	Vik_5	123	123.1	1	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.2	2	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.3	3	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.4	4	11_12	7,5376	NA	NA	NA	NA	NA	clonal	NA	continuous	7,01949525
Hog	Vik	3	2	TT2	Vik_5	123	123.5	5	11_12	4,093526329	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.6	6	11_12	7,883749979	0	NA	1	1	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.7	7	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.8	8	11_12	5,987560813	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.10	10	11_12	7,537617151	0	NA	1	1	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.11	11	11_12	7,193639005	0	NA	0	NA	1	NA	continuous	continuous	5,98540613
Hog	Vik	3	2	TT2	Vik_5	123	123.9	9	11_12	5,6436	NA	NA	NA	NA	NA	clonal	NA	continuous	5,98540613
Hog	Vik	3	2	TT2	Vik_5	123	123.12	12	11_12	6,329384276	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.13	13	11_12	6,851815542	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.14	14	11_12	7,021649932	0	NA	1	1	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.15	15	11_12	4,609493547	0	NA	1	1	1	NA	continuous	continuous	4,265515402
Hog	Vik	3	2	TT2	Vik_5	123	123.16	16	11_12	4,609493547	0	NA	0	NA	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.17	17	11_12	5,643582667	0	NA	1	2	0	NA	continuous	dead	NA
Hog	Vik	3	2	TT2	Vik_5	123	123.18	18	11_12	4,6095	NA	NA	NA	NA	NA	clonal	NA	continuous	4,613802912
Hog	Vik	3	2	TT2	Vik_5	123	123.19	19	11_12	7,8837	NA	NA	NA	NA	NA	clonal	NA	continuous	6,84966086
Hog	Vik	3	2	TT2	Vik_5	123	123.20	20	11_12	7,0216	NA	NA	NA	NA	NA	clonal	NA	continuous	4,783637303
Hog	Vik	3	2	TT2	Vik_5	123	123.21	21	11_12	5,6436	NA	NA	NA	NA	NA	clonal	NA	continuous	5,127615448
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.1	1	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.10	10	11_12	4,609493547	0	NA	0	NA	1	NA	continuous	continuous	6,84966086
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.11	11	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.12	12	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.13	13	11_12	7,879440614	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.14	14	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.15	15	11_12	7,01949525	0	NA	0	NA	1	NA	continuous	continuous	7,191484323
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.16	16	11_12	6,331538958	0	NA	0	NA	1	NA	continuous	continuous	5,98540613
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.17	17	11_12	5,813417057	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.18	18	11_12	6,501373349	0	NA	0	NA	1	NA	continuous	continuous	6,161704568
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.19	19	11_12	5,81557174	0	NA	0	NA	1	NA	continuous	continuous	5,125460766
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.2	2	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.20	20	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.21	21	11_12	4,955626376	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.22	22	11_12	3,921537256	0	NA	0	NA	1	NA	continuous	continuous	4,61164823
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.23	23	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.24	24	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.25	25	11_12	4,955626376	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.26	26	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.27	27	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.3	3	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.4	4	11_12	8,397562515	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.5	5	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.6	6	11_12	5,469438912	0	NA	0	NA	1	NA	continuous	continuous	5,125460766
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.7	7	11_12	5,989715495	0	NA	0	NA	1	NA	continuous	continuous	7,021649932
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.8	8	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.9	9	11_12	5,81557174	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.28	28	11_12	6,675517104	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.29	29	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.30	30	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.31	31	11_12	6,847506177	0	NA	0	NA	1	NA	continuous	continuous	6,501373349
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.32	32	11_12	8,395407833	0	NA	0	NA	1	NA	continuous	continuous	6,163859251
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.33	33	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.34	34	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.35	35	11_12	6,159549886	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.36	36	11_12	5,987560813	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.37	37	11_12	7,193639005	0	NA	0	NA	1	NA	continuous	continuous	3,751702866
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.38	38	11_12	5,643582667	0	NA	0	NA	0	NA	continuous	dead	NA
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.39	39	11_12	6,675517104	0	NA	0	NA	1	NA	continuous	continuous	5,471593594
Ovs	Ovs	3	4	TT1	Ovs_5	306	306.40	40	11_12	6,847506177	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.1	1	11_12	5,81557174	0	NA	0	NA	1	NA	continuous	continuous	4,78148262
Ram	Arh	3	3	TT2	Arh_4	191	191.10	10	11_12	4,78148262	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.11	11	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.12	12	11_12	4,265515402	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.13	13	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.14	14	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.15	15	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.16	16	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.17	17	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.18	18	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.19	19	11_12	4,955626376	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ram	Arh	3	3	TT2	Arh_4	191	191.2	2	11_12	6,159549886	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.20	20	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.21	21	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.22	22	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.23	23	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.24	24	11_12	5,299604521	0	NA	0	NA	1	NA	continuous	continuous	5,127615448
Ram	Arh	3	3	TT2	Arh_4	191	191.25	25	11_12	5,469438912	0	NA	0	NA	1	NA	continuous	continuous	5,299604521
Ram	Arh	3	3	TT2	Arh_4	191	191.26	26	11_12	4,265515402	0	NA	1	1	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.27	27	11_12	4,2655	NA	NA	NA	NA	NA	clonal	NA	continuous	3,57755911
Ram	Arh	3	3	TT2	Arh_4	191	191.28	28	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.29	29	11_12	4,78148262	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.3	3	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.30	30	11_12	4,265515402	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.4	4	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.5	5	11_12	4,267670084	0	NA	0	NA	0	NA	continuous	dead	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.6	6	11_12	5,6436	NA	NA	NA	NA	NA	clonal	NA	continuous	5,471593594
Ram	Arh	3	3	TT2	Arh_4	191	191.7	7	11_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ram	Arh	3	3	TT2	Arh_4	191	191.8	8	11_12	5,9919	NA	NA	NA	NA	NA	clonal	NA	continuous	4,78148262
Ram	Arh	3	3	TT2	Arh_4	191	191.9	9	11_12	5,991870178	0	NA	1	1	1	NA	continuous	continuous	5,125460766
Ram	Arh	3	3	TT2	Arh_4	191	191.31	31	11_12	5,299604521	0	NA	0	NA	1	NA	continuous	continuous	4,093526329
